消费,831114,6225 00** **** 0220,48.23元,2018/01/23   12:29:10
消费,831115,6225 00** **** 0220,26.35元,2018/01/23   12:29:48
消费,831116,6225 00** **** 0220,48.14元,2018/01/23   12:30:25
消费,831117,6225 00** **** 0220,91.69元,2018/01/23   12:31:03
消费,831118,6225 00** **** 0220,77.98元,2018/01/23   12:31:40
消费,831119,6225 00** **** 0220,49.12元,2018/01/23   12:32:18
消费,831120,6225 00** **** 0220,76.86元,2018/01/23   12:32:55
消费,831121,6225 00** **** 0220,0.99元,2018/01/23   12:33:31
消费,831122,6225 00** **** 0220,87.67元,2018/01/23   12:34:08
消费,831123,6225 00** **** 0220,26.76元,2018/01/23   12:34:45
消费,831124,6225 00** **** 0220,84.35元,2018/01/23   12:35:23
消费,831125,6225 00** **** 0220,45.29元,2018/01/23   12:36:00
消费,831126,6225 00** **** 0220,51.96元,2018/01/23   12:36:38
消费,831127,6225 00** **** 0220,72.42元,2018/01/23   12:37:15
消费,831128,6225 00** **** 0220,14.81元,2018/01/23   12:37:52
消费,831129,6225 00** **** 0220,76.48元,2018/01/23   12:38:30
消费,831130,6225 00** **** 0220,9.90元,2018/01/23   12:39:07
消费,831131,6225 00** **** 0220,92.72元,2018/01/23   12:39:44
消费,831132,6225 00** **** 0220,5.18元,2018/01/23   12:40:21
消费,831133,6225 00** **** 0220,51.77元,2018/01/23   12:40:59
消费,831134,6225 00** **** 0220,42.19元,2018/01/23   12:41:36
消费,831135,6225 00** **** 0220,51.33元,2018/01/23   12:42:14
消费,831136,6225 00** **** 0220,54.05元,2018/01/23   12:42:51
消费,831137,6225 00** **** 0220,62.13元,2018/01/23   12:43:29
消费,831138,6225 00** **** 0220,91.32元,2018/01/23   12:44:06
消费,831139,6225 00** **** 0220,46.68元,2018/01/23   12:44:44
消费,831140,6225 00** **** 0220,52.77元,2018/01/23   12:45:21
消费,831141,6225 00** **** 0220,19.51元,2018/01/23   12:45:58
消费,831142,6225 00** **** 0220,69.81元,2018/01/23   12:46:35
消费,831143,6225 00** **** 0220,30.15元,2018/01/23   12:47:13
消费,831144,6225 00** **** 0220,85.39元,2018/01/23   12:47:50
消费,831145,6225 00** **** 0220,36.20元,2018/01/23   12:48:28
消费,831146,6225 00** **** 0220,95.87元,2018/01/23   12:49:05
消费,831147,6225 00** **** 0220,50.23元,2018/01/23   12:49:43
消费,831148,6225 00** **** 0220,16.08元,2018/01/23   12:50:20
消费,831149,6225 00** **** 0220,12.28元,2018/01/23   12:50:58
消费,831150,6225 00** **** 0220,27.74元,2018/01/23   12:51:35
消费,831151,6225 00** **** 0220,31.68元,2018/01/23   12:52:13
消费,831152,6225 00** **** 0220,13.05元,2018/01/23   12:52:50
消费,831153,6225 00** **** 0220,58.66元,2018/01/23   12:53:28
消费,831154,6225 00** **** 0220,95.91元,2018/01/23   12:54:06
消费,831155,6225 00** **** 0220,77.99元,2018/01/23   12:54:43
消费,831156,6225 00** **** 0220,28.36元,2018/01/23   12:55:21
消费,831157,6225 00** **** 0220,86.44元,2018/01/23   12:55:59
消费,831158,6225 00** **** 0220,37.63元,2018/01/23   12:56:37
消费,831159,6225 00** **** 0220,28.99元,2018/01/23   12:57:15
消费,831160,6225 00** **** 0220,19.14元,2018/01/23   12:57:52
消费,831161,6225 00** **** 0220,75.87元,2018/01/23   12:58:29
消费,831162,6225 00** **** 0220,66.80元,2018/01/23   12:59:07
消费,831163,6225 00** **** 0220,39.98元,2018/01/23   12:59:44
消费,831164,6225 00** **** 0220,23.72元,2018/01/23   13:00:22
消费,831165,6225 00** **** 0220,21.14元,2018/01/23   13:00:59
消费,831166,6225 00** **** 0220,51.12元,2018/01/23   13:01:36
消费,831167,6225 00** **** 0220,19.80元,2018/01/23   13:02:14
消费,831168,6225 00** **** 0220,18.12元,2018/01/23   13:02:51
消费,831169,6225 00** **** 0220,67.67元,2018/01/23   13:03:29
消费,831170,6225 00** **** 0220,44.68元,2018/01/23   13:04:06
消费,831171,6225 00** **** 0220,44.77元,2018/01/23   13:04:44
消费,831172,6225 00** **** 0220,14.79元,2018/01/23   13:05:22
消费,831173,6225 00** **** 0220,30.08元,2018/01/23   13:05:59
消费,831174,6225 00** **** 0220,21.19元,2018/01/23   13:06:37
消费,831175,6225 00** **** 0220,9.35元,2018/01/23   13:07:14
消费,831176,6225 00** **** 0220,37.25元,2018/01/23   13:07:51
消费,831177,6225 00** **** 0220,17.22元,2018/01/23   13:08:29
消费,831178,6225 00** **** 0220,89.55元,2018/01/23   13:09:06
消费,831179,6225 00** **** 0220,38.06元,2018/01/23   13:09:44
消费,831180,6225 00** **** 0220,46.97元,2018/01/23   13:10:22
消费,831181,6225 00** **** 0220,8.47元,2018/01/23   13:10:58
消费,831182,6225 00** **** 0220,80.15元,2018/01/23   13:11:36
消费,831184,6225 00** **** 0220,91.15元,2018/01/23   13:12:14
消费,831185,6225 00** **** 0220,43.42元,2018/01/23   13:12:52
消费,831186,6225 00** **** 0220,60.91元,2018/01/23   13:13:30
消费,831187,6225 00** **** 0220,54.86元,2018/01/23   13:14:07
消费,831188,6225 00** **** 0220,90.89元,2018/01/23   13:14:44
消费,831189,6225 00** **** 0220,93.43元,2018/01/23   13:15:23
消费,831190,6225 00** **** 0220,53.80元,2018/01/23   13:16:01
消费,831191,6225 00** **** 0220,32.23元,2018/01/23   13:16:38
消费,831192,6225 00** **** 0220,51.10元,2018/01/23   13:17:16
消费,831193,6225 00** **** 0220,4.19元,2018/01/23   13:17:52
消费,831194,6225 00** **** 0220,74.69元,2018/01/23   13:18:30
消费,831195,6225 00** **** 0220,27.43元,2018/01/23   13:19:07
消费,831196,6225 00** **** 0220,31.51元,2018/01/23   13:19:44
消费,831197,6225 00** **** 0220,89.84元,2018/01/23   13:20:22
消费,831198,6225 00** **** 0220,59.73元,2018/01/23   13:21:00
消费,831199,6225 00** **** 0220,86.21元,2018/01/23   13:21:38
消费,831200,6225 00** **** 0220,20.60元,2018/01/23   13:22:15
消费,831201,6225 00** **** 0220,26.97元,2018/01/23   13:22:52
消费,831202,6225 00** **** 0220,31.93元,2018/01/23   13:23:30
免密支付,831203,6225 00** **** 0220,2.42元,2018/01/23   13:25:36
免密支付,831204,6225 00** **** 0220,0.47元,2018/01/23   13:25:49
免密支付,831205,6225 00** **** 0220,1.36元,2018/01/23   13:26:03
免密支付,831206,6225 00** **** 0220,8.47元,2018/01/23   13:26:16
免密支付,831207,6225 00** **** 0220,1.32元,2018/01/23   13:26:30
免密支付,831208,6225 00** **** 0220,8.01元,2018/01/23   13:26:43
免密支付,831209,6225 00** **** 0220,9.44元,2018/01/23   13:26:57
免密支付,831210,6225 00** **** 0220,2.57元,2018/01/23   13:27:10
免密支付,831211,6225 00** **** 0220,4.12元,2018/01/23   13:27:24
免密支付,831212,6225 00** **** 0220,7.34元,2018/01/23   13:27:37
免密支付,831213,6225 00** **** 0220,8.92元,2018/01/23   13:27:51
免密支付,831214,6225 00** **** 0220,1.36元,2018/01/23   13:28:05
免密支付,831215,6225 00** **** 0220,4.97元,2018/01/23   13:28:18
免密支付,831216,6225 00** **** 0220,7.26元,2018/01/23   13:28:32
免密支付,831217,6225 00** **** 0220,1.24元,2018/01/23   13:28:46
免密支付,831218,6225 00** **** 0220,3.19元,2018/01/23   13:28:59
免密支付,831219,6225 00** **** 0220,3.71元,2018/01/23   13:29:13
免密支付,831220,6225 00** **** 0220,9.31元,2018/01/23   13:29:27
免密支付,831221,6225 00** **** 0220,7.65元,2018/01/23   13:29:40
免密支付,831222,6225 00** **** 0220,4.61元,2018/01/23   13:29:54
免密支付,831223,6225 00** **** 0220,5.09元,2018/01/23   13:30:08
免密支付,831224,6225 00** **** 0220,7.14元,2018/01/23   13:30:22
免密支付,831225,6225 00** **** 0220,2.35元,2018/01/23   13:30:35
免密支付,831226,6225 00** **** 0220,6.36元,2018/01/23   13:30:49
免密支付,831227,6225 00** **** 0220,2.00元,2018/01/23   13:31:03
免密支付,831228,6225 00** **** 0220,3.23元,2018/01/23   13:31:16
免密支付,831229,6225 00** **** 0220,3.90元,2018/01/23   13:31:30
免密支付,831230,6225 00** **** 0220,2.24元,2018/01/23   13:31:43
免密支付,831231,6225 00** **** 0220,6.47元,2018/01/23   13:31:57
免密支付,831232,6225 00** **** 0220,8.55元,2018/01/23   13:32:10
免密支付,831233,6225 00** **** 0220,6.85元,2018/01/23   13:32:24
免密支付,831234,6225 00** **** 0220,2.37元,2018/01/23   13:32:37
免密支付,831235,6225 00** **** 0220,2.79元,2018/01/23   13:32:51
免密支付,831236,6225 00** **** 0220,2.13元,2018/01/23   13:33:05
免密支付,831238,6225 00** **** 0220,7.17元,2018/01/23   13:33:19
免密支付,831239,6225 00** **** 0220,9.28元,2018/01/23   13:33:32
免密支付,831240,6225 00** **** 0220,4.32元,2018/01/23   13:33:46
免密支付,831241,6225 00** **** 0220,5.81元,2018/01/23   13:33:59
免密支付,831242,6225 00** **** 0220,0.29元,2018/01/23   13:34:12
免密支付,831243,6225 00** **** 0220,0.26元,2018/01/23   13:34:25
免密支付,831244,6225 00** **** 0220,0.47元,2018/01/23   13:34:38
免密支付,831245,6225 00** **** 0220,1.46元,2018/01/23   13:34:52
免密支付,831247,6225 00** **** 0220,0.94元,2018/01/23   13:35:04
免密支付,831248,6225 00** **** 0220,7.79元,2018/01/23   13:35:18
免密支付,831249,6225 00** **** 0220,2.67元,2018/01/23   13:35:32
免密支付,831250,6225 00** **** 0220,2.03元,2018/01/23   13:35:46
免密支付,831251,6225 00** **** 0220,7.93元,2018/01/23   13:35:59
免密支付,831252,6225 00** **** 0220,7.81元,2018/01/23   13:36:12
免密支付,831253,6225 00** **** 0220,6.64元,2018/01/23   13:36:26
免密支付,831254,6225 00** **** 0220,5.65元,2018/01/23   13:36:40
免密支付,831255,6225 00** **** 0220,6.53元,2018/01/23   13:36:54
免密支付,831256,6225 00** **** 0220,6.31元,2018/01/23   13:37:08
免密支付,831257,6225 00** **** 0220,1.74元,2018/01/23   13:37:22
免密支付,831258,6225 00** **** 0220,7.23元,2018/01/23   13:37:35
免密支付,831259,6225 00** **** 0220,9.13元,2018/01/23   13:37:49
免密支付,831260,6225 00** **** 0220,3.59元,2018/01/23   13:38:03
免密支付,831261,6225 00** **** 0220,6.42元,2018/01/23   13:38:16
免密支付,831262,6225 00** **** 0220,5.45元,2018/01/23   13:38:30
免密支付,831263,6225 00** **** 0220,3.07元,2018/01/23   13:38:44
免密支付,831264,6225 00** **** 0220,2.38元,2018/01/23   13:38:58
免密支付,831265,6225 00** **** 0220,7.14元,2018/01/23   13:39:12
免密支付,831266,6225 00** **** 0220,5.01元,2018/01/23   13:39:27
免密支付,831267,6225 00** **** 0220,7.80元,2018/01/23   13:39:41
免密支付,831268,6225 00** **** 0220,4.66元,2018/01/23   13:39:55
免密支付,831269,6225 00** **** 0220,1.84元,2018/01/23   13:40:08
免密支付,831270,6225 00** **** 0220,6.19元,2018/01/23   13:40:21
免密支付,831271,6225 00** **** 0220,3.75元,2018/01/23   13:40:35
免密支付,831272,6225 00** **** 0220,4.49元,2018/01/23   13:40:49
免密支付,831273,6225 00** **** 0220,1.55元,2018/01/23   13:41:02
免密支付,831274,6225 00** **** 0220,6.03元,2018/01/23   13:41:16
免密支付,831275,6225 00** **** 0220,0.12元,2018/01/23   13:41:29
免密支付,831276,6225 00** **** 0220,0.65元,2018/01/23   13:41:42
免密支付,831277,6225 00** **** 0220,2.70元,2018/01/23   13:41:56
免密支付,831278,6225 00** **** 0220,0.16元,2018/01/23   13:42:09
免密支付,831279,6225 00** **** 0220,1.22元,2018/01/23   13:42:22
免密支付,831280,6225 00** **** 0220,0.24元,2018/01/23   13:42:35
免密支付,831282,6225 00** **** 0220,1.27元,2018/01/23   13:42:49
免密支付,831283,6225 00** **** 0220,5.47元,2018/01/23   13:43:02
免密支付,831284,6225 00** **** 0220,6.42元,2018/01/23   13:43:16
免密支付,831286,6225 00** **** 0220,2.44元,2018/01/23   13:43:29
免密支付,831287,6225 00** **** 0220,8.40元,2018/01/23   13:43:43
免密支付,831288,6225 00** **** 0220,4.05元,2018/01/23   13:43:56
免密支付,831289,6225 00** **** 0220,8.58元,2018/01/23   13:44:10
免密支付,831291,6225 00** **** 0220,4.45元,2018/01/23   13:44:23
免密支付,831292,6225 00** **** 0220,6.74元,2018/01/23   13:44:37
免密支付,831293,6225 00** **** 0220,8.88元,2018/01/23   13:44:51
免密支付,831294,6225 00** **** 0220,1.90元,2018/01/23   13:45:07
免密支付,831295,6225 00** **** 0220,3.27元,2018/01/23   13:45:20
免密支付,831296,6225 00** **** 0220,4.26元,2018/01/23   13:45:34
免密支付,831297,6225 00** **** 0220,3.88元,2018/01/23   13:45:48
免密支付,831298,6225 00** **** 0220,4.86元,2018/01/23   13:46:02
免密支付,831299,6225 00** **** 0220,9.07元,2018/01/23   13:46:15
免密支付,831300,6225 00** **** 0220,1.68元,2018/01/23   13:46:29
免密支付,831301,6225 00** **** 0220,2.13元,2018/01/23   13:46:43
免密支付,831302,6225 00** **** 0220,4.33元,2018/01/23   13:46:57
免密支付,831303,6225 00** **** 0220,6.46元,2018/01/23   13:47:11
免密支付,831304,6225 00** **** 0220,3.54元,2018/01/23   13:47:24
免密支付,831306,6225 00** **** 0220,6.30元,2018/01/23   13:47:37
免密支付,831307,6225 00** **** 0220,0.97元,2018/01/23   13:47:51
免密支付,831308,6225 00** **** 0220,5.33元,2018/01/23   13:48:04
免密支付,831309,6225 00** **** 0220,9.82元,2018/01/23   13:48:18
免密支付,831310,6225 00** **** 0220,3.68元,2018/01/23   13:48:32
免密支付,831312,6225 00** **** 0220,7.45元,2018/01/23   13:48:46
免密支付,831313,6225 00** **** 0220,9.86元,2018/01/23   13:49:00
免密支付,831315,6225 00** **** 0220,0.62元,2018/01/23   13:49:13
免密支付,831317,6225 00** **** 0220,9.41元,2018/01/23   13:49:26
免密支付,831319,6225 00** **** 0220,5.10元,2018/01/23   13:49:40
免密支付,831321,6225 00** **** 0220,4.92元,2018/01/23   13:49:53
免密支付,831322,6225 00** **** 0220,2.56元,2018/01/23   13:50:07
免密支付,831323,6225 00** **** 0220,5.20元,2018/01/23   13:50:21
免密支付,831324,6225 00** **** 0220,4.75元,2018/01/23   13:50:35
免密支付,831325,6225 00** **** 0220,7.82元,2018/01/23   13:50:49
免密支付,831327,6225 00** **** 0220,9.82元,2018/01/23   13:51:03
免密支付,831328,6225 00** **** 0220,0.97元,2018/01/23   13:51:17
免密支付,831329,6225 00** **** 0220,5.93元,2018/01/23   13:51:30
免密支付,831330,6225 00** **** 0220,6.51元,2018/01/23   13:51:44
免密支付,831332,6225 00** **** 0220,7.15元,2018/01/23   13:51:58
免密支付,831333,6225 00** **** 0220,0.32元,2018/01/23   13:52:11
免密支付,831334,6225 00** **** 0220,6.66元,2018/01/23   13:52:25
免密支付,831335,6225 00** **** 0220,6.20元,2018/01/23   13:52:39
免密支付,831336,6225 00** **** 0220,8.95元,2018/01/23   13:52:52
免密支付,831337,6225 00** **** 0220,7.90元,2018/01/23   13:53:06
免密支付,831338,6225 00** **** 0220,0.73元,2018/01/23   13:53:19
免密支付,831339,6225 00** **** 0220,7.15元,2018/01/23   13:53:33
免密支付,831340,6225 00** **** 0220,2.71元,2018/01/23   13:53:46
免密支付,831342,6225 00** **** 0220,3.12元,2018/01/23   13:54:00
免密支付,831343,6225 00** **** 0220,4.63元,2018/01/23   13:54:14
免密支付,831344,6225 00** **** 0220,2.19元,2018/01/23   13:54:28
免密支付,831346,6225 00** **** 0220,9.76元,2018/01/23   13:54:41
免密支付,831347,6225 00** **** 0220,7.87元,2018/01/23   13:54:55
免密支付,831348,6225 00** **** 0220,8.12元,2018/01/23   13:55:08
免密支付,831349,6225 00** **** 0220,6.20元,2018/01/23   13:55:22
免密支付,831350,6225 00** **** 0220,6.79元,2018/01/23   13:55:36
免密支付,831351,6225 00** **** 0220,6.04元,2018/01/23   13:55:49
免密支付,831353,6225 00** **** 0220,4.25元,2018/01/23   13:56:03
免密支付,831354,6225 00** **** 0220,7.16元,2018/01/23   13:56:16
免密支付,831355,6225 00** **** 0220,5.80元,2018/01/23   13:56:30
免密支付,831357,6225 00** **** 0220,3.24元,2018/01/23   13:56:44
免密支付,831358,6225 00** **** 0220,0.86元,2018/01/23   13:56:57
免密支付,831359,6225 00** **** 0220,9.63元,2018/01/23   13:57:11
免密支付,831360,6225 00** **** 0220,5.74元,2018/01/23   13:57:25
免密支付,831361,6225 00** **** 0220,5.16元,2018/01/23   13:57:39
免密支付,831362,6225 00** **** 0220,1.96元,2018/01/23   13:57:52
免密支付,831363,6225 00** **** 0220,4.85元,2018/01/23   13:58:06
免密支付,831364,6225 00** **** 0220,6.62元,2018/01/23   13:58:20
免密支付,831365,6225 00** **** 0220,7.65元,2018/01/23   13:58:33
免密支付,831366,6225 00** **** 0220,1.02元,2018/01/23   13:58:47
免密支付,831367,6225 00** **** 0220,3.88元,2018/01/23   13:59:01
免密支付,831368,6225 00** **** 0220,7.28元,2018/01/23   13:59:15
免密支付,831369,6225 00** **** 0220,3.49元,2018/01/23   13:59:29
免密支付,831370,6225 00** **** 0220,2.66元,2018/01/23   13:59:42
免密支付,831371,6225 00** **** 0220,6.80元,2018/01/23   13:59:56
免密支付,831372,6225 00** **** 0220,1.77元,2018/01/23   14:00:10
免密支付,831373,6225 00** **** 0220,2.58元,2018/01/23   14:00:24
免密支付,831374,6225 00** **** 0220,2.93元,2018/01/23   14:00:38
免密支付,831375,6225 00** **** 0220,7.67元,2018/01/23   14:00:51
免密支付,831376,6225 00** **** 0220,4.29元,2018/01/23   14:01:05
免密支付,831377,6225 00** **** 0220,5.69元,2018/01/23   14:01:19
免密支付,831378,6225 00** **** 0220,5.86元,2018/01/23   14:01:33
免密支付,831379,6225 00** **** 0220,2.44元,2018/01/23   14:01:47
免密支付,831380,6225 00** **** 0220,0.61元,2018/01/23   14:02:00
免密支付,831381,6225 00** **** 0220,4.96元,2018/01/23   14:02:14
免密支付,831382,6225 00** **** 0220,2.65元,2018/01/23   14:02:27
免密支付,831383,6225 00** **** 0220,0.41元,2018/01/23   14:02:41
免密支付,831384,6225 00** **** 0220,5.12元,2018/01/23   14:02:55
免密支付,831385,6225 00** **** 0220,4.05元,2018/01/23   14:03:08
免密支付,831386,6225 00** **** 0220,9.17元,2018/01/23   14:03:22
免密支付,831387,6225 00** **** 0220,2.14元,2018/01/23   14:03:36
免密支付,831388,6225 00** **** 0220,2.07元,2018/01/23   14:03:50
免密支付,831389,6225 00** **** 0220,5.79元,2018/01/23   14:04:04
免密支付,831390,6225 00** **** 0220,1.09元,2018/01/23   14:04:18
免密支付,831391,6225 00** **** 0220,9.59元,2018/01/23   14:04:32
免密支付,831392,6225 00** **** 0220,6.41元,2018/01/23   14:04:45
免密支付,831393,6225 00** **** 0220,9.73元,2018/01/23   14:04:59
免密支付,831396,6225 00** **** 0220,9.38元,2018/01/23   14:05:13
免密支付,831397,6225 00** **** 0220,5.75元,2018/01/23   14:05:27
免密支付,831398,6225 00** **** 0220,9.59元,2018/01/23   14:05:41
免密支付,831399,6225 00** **** 0220,7.59元,2018/01/23   14:05:55
免密支付,831400,6225 00** **** 0220,9.46元,2018/01/23   14:06:09
免密支付,831401,6225 00** **** 0220,7.25元,2018/01/23   14:06:22
免密支付,831402,6225 00** **** 0220,3.70元,2018/01/23   14:06:36
免密支付,831403,6225 00** **** 0220,3.70元,2018/01/23   14:06:51
免密支付,831404,6225 00** **** 0220,3.16元,2018/01/23   14:07:05
免密支付,831405,6225 00** **** 0220,1.64元,2018/01/23   14:07:18
免密支付,831406,6225 00** **** 0220,5.97元,2018/01/23   14:07:32
免密支付,831407,6225 00** **** 0220,8.07元,2018/01/23   14:07:46
免密支付,831408,6225 00** **** 0220,5.26元,2018/01/23   14:08:00
免密支付,831409,6225 00** **** 0220,3.08元,2018/01/23   14:08:14
免密支付,831413,6225 00** **** 0220,0.96元,2018/01/23   14:08:37
免密支付,831414,6225 00** **** 0220,9.20元,2018/01/23   14:08:51
免密支付,831415,6225 00** **** 0220,9.18元,2018/01/23   14:09:05
免密支付,831417,6225 00** **** 0220,2.82元,2018/01/23   14:09:18
免密支付,831418,6225 00** **** 0220,2.57元,2018/01/23   14:09:32
免密支付,831420,6225 00** **** 0220,3.86元,2018/01/23   14:09:46
免密支付,831422,6225 00** **** 0220,3.61元,2018/01/23   14:10:00
免密支付,831423,6225 00** **** 0220,9.39元,2018/01/23   14:10:14
免密支付,831424,6225 00** **** 0220,8.66元,2018/01/23   14:10:28
免密支付,831426,6225 00** **** 0220,9.60元,2018/01/23   14:10:42
免密支付,831427,6225 00** **** 0220,1.37元,2018/01/23   14:10:56
消费,850283,6225 00** **** 0220,46.44元,2018/01/24   12:00:03
消费,850296,6225 00** **** 0220,99.52元,2018/01/24   14:00:28
消费,850302,6225 00** **** 0220,51.45元,2018/01/24   14:59:55
消费,850312,6225 00** **** 0220,52.25元,2018/01/24   16:38:54
消费,890012,6225 00** **** 0220,96.20元,2018/01/26   09:56:15
消费,890013,6225 00** **** 0220,15.43元,2018/01/26   09:56:55
免密支付,890014,6225 00** **** 0220,0.24元,2018/01/26   09:57:12
免密支付,890016,6225 00** **** 0220,4.34元,2018/01/26   09:57:26
消费,890054,6225 00** **** 0220,3.23元,2018/01/26   10:18:25
消费,890055,6225 00** **** 0220,17.82元,2018/01/26   10:19:04
消费,890056,6225 00** **** 0220,30.38元,2018/01/26   10:19:43
消费,890057,6225 00** **** 0220,90.08元,2018/01/26   10:20:22
消费,890058,6225 00** **** 0220,71.20元,2018/01/26   10:21:01
消费,890059,6225 00** **** 0220,56.54元,2018/01/26   10:21:40
消费,890062,6225 00** **** 0220,16.08元,2018/01/26   10:22:19
消费,890063,6225 00** **** 0220,20.59元,2018/01/26   10:22:59
消费,890064,6225 00** **** 0220,48.23元,2018/01/26   10:23:38
消费,890065,6225 00** **** 0220,59.84元,2018/01/26   10:24:17
消费,890066,6225 00** **** 0220,38.88元,2018/01/26   10:24:56
消费,890067,6225 00** **** 0220,95.79元,2018/01/26   10:25:35
消费,890068,6225 00** **** 0220,10.49元,2018/01/26   10:26:14
消费,890069,6225 00** **** 0220,91.03元,2018/01/26   10:26:52
消费,890070,6225 00** **** 0220,29.32元,2018/01/26   10:27:32
消费,890071,6225 00** **** 0220,98.68元,2018/01/26   10:28:12
消费,890072,6225 00** **** 0220,66.46元,2018/01/26   10:28:51
消费,890073,6225 00** **** 0220,80.14元,2018/01/26   10:29:29
消费,890074,6225 00** **** 0220,76.23元,2018/01/26   10:30:08
消费,890075,6225 00** **** 0220,18.44元,2018/01/26   10:30:46
消费,890077,6225 00** **** 0220,7.51元,2018/01/26   10:31:25
消费,890079,6225 00** **** 0220,18.92元,2018/01/26   10:32:04
消费,890080,6225 00** **** 0220,40.71元,2018/01/26   10:32:43
消费,890083,6225 00** **** 0220,44.66元,2018/01/26   10:33:23
消费,890084,6225 00** **** 0220,12.79元,2018/01/26   10:34:02
消费,890085,6225 00** **** 0220,98.77元,2018/01/26   10:34:41
消费,890088,6225 00** **** 0220,36.09元,2018/01/26   10:35:20
消费,890090,6225 00** **** 0220,90.06元,2018/01/26   10:35:59
消费,890092,6225 00** **** 0220,40.49元,2018/01/26   10:36:38
消费,890093,6225 00** **** 0220,39.48元,2018/01/26   10:37:17
消费,890094,6225 00** **** 0220,74.63元,2018/01/26   10:37:55
消费,890096,6225 00** **** 0220,49.19元,2018/01/26   10:38:34
消费,890097,6225 00** **** 0220,47.92元,2018/01/26   10:39:14
消费,890098,6225 00** **** 0220,91.80元,2018/01/26   10:39:54
消费,890099,6225 00** **** 0220,84.65元,2018/01/26   10:40:32
消费,890101,6225 00** **** 0220,45.74元,2018/01/26   10:41:12
消费,890102,6225 00** **** 0220,87.53元,2018/01/26   10:41:51
消费,890103,6225 00** **** 0220,93.91元,2018/01/26   10:42:31
消费,890104,6225 00** **** 0220,71.50元,2018/01/26   10:43:10
消费,890106,6225 00** **** 0220,64.04元,2018/01/26   10:43:50
消费,890107,6225 00** **** 0220,71.66元,2018/01/26   10:44:29
消费,890108,6225 00** **** 0220,4.84元,2018/01/26   10:45:08
消费,890109,6225 00** **** 0220,17.33元,2018/01/26   10:45:46
消费,890110,6225 00** **** 0220,73.93元,2018/01/26   10:46:25
消费,890111,6225 00** **** 0220,59.89元,2018/01/26   10:47:04
消费,890112,6225 00** **** 0220,50.73元,2018/01/26   10:47:43
消费,890113,6225 00** **** 0220,23.25元,2018/01/26   10:48:23
消费,890114,6225 00** **** 0220,59.71元,2018/01/26   10:49:02
消费,890115,6225 00** **** 0220,41.71元,2018/01/26   10:49:41
消费,890116,6225 00** **** 0220,91.97元,2018/01/26   10:50:20
消费,890117,6225 00** **** 0220,79.37元,2018/01/26   10:50:59
消费,890118,6225 00** **** 0220,91.52元,2018/01/26   10:51:38
消费,890119,6225 00** **** 0220,82.98元,2018/01/26   10:52:16
消费,890121,6225 00** **** 0220,20.76元,2018/01/26   10:52:56
消费,890123,6225 00** **** 0220,23.24元,2018/01/26   10:53:35
消费,890124,6225 00** **** 0220,14.50元,2018/01/26   10:54:15
消费,890125,6225 00** **** 0220,37.42元,2018/01/26   10:54:54
